00001500000148	"EMPRESA TESTE PRODUTO POSSIVEL"	"ATIVO"	"SP"	"Fantasia LTDA."
00001502000137	"EMPRESA TESTE JUNTA NIRC"	"ATIVO"	"SP"	"Fantasia LTDA."
00001544000178	"TESTE HOMOLOGACAO 1544"	"ATIVO"	"SP"	"Fantasia LTDA."
00001999000193	"TESTE PRACA CEARA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00002145000121	"TESTE 2145"	"ATIVO"	"SP"	"Fantasia LTDA."
00002145000121	"TESTE DO TESTE 2145"	 "ATIVO"	"SP"	"Fantasia LTDA."
00002201000128	"TESTE DE FORNECEDO00010"	 "ATIVO"	"SP"	"Fantasia LTDA."
00002220000154	"TESTE DE FORNECEDO00003"	 "ATIVO"	"SP"	"Fantasia LTDA."
00003312000159	"TESTE HOMOLOGACAO 3312"	"ATIVO"	"SP"	"Fantasia LTDA."
00005144000130	"TESTE DIVEDORES LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00005224000196	"TESTE HOMOLOGACAO 5224"	"ATIVO"	"SP"	"Fantasia LTDA."
00006012000123	"CLIENTE TESTE SEIS ZERO UM DOIS"	 "ATIVO"	"SP"	"Fantasia LTDA."
00006014000112	"TESTE CLIENTE CNPJ SEIS ZERO UM QUATRO"	"ATIVO"	"SP"	"Fantasia LTDA."
00006175000106	"EMPRESA TESTE ABN 01"	"ATIVO"	"SP"	"Fantasia LTDA."
00007011000101	"TESTE CVDEVE MONITORE UM PJ"	 "ATIVO"	"SP"	"Fantasia LTDA."
00007022000183	"TESTE CVDEVE MONITORE DOIS PJ"	"ATIVO"	"SP"	"Fantasia LTDA."
00007033000163	"TESTE CVDEVE MONITORE TRES PJ"	"ATIVO"	"SP"	"Fantasia LTDA."
00007044000143	"TESTE CVDEVEMONITORE QUATRO PJ"	"ATIVO"	"SP"	"Fantasia LTDA."
00007055000123	"TESTE CVDEVE MONITORE CINCO PJ"	"ATIVO"	"SP"	"Fantasia LTDA."
00010095000124	"TESTE HOMOLOGACAO 10095"	 "ATIVO"	"SP"	"Fantasia LTDA."
00010376000187	"TESTE 1"	 "ATIVO"	"SP"	"Fantasia LTDA."
00010952000196	"TESTE HOMOLOGACAO 10952"	 "ATIVO"	"SP"	"Fantasia LTDA."
00020054000119	"TESTE HOMOLOGACAO 20054"	 "ATIVO"	"SP"	"Fantasia LTDA."
00027622000103	"TESTE 2"	 "ATIVO"	"SP"	"Fantasia LTDA."
00031892000198	"TESTE ELIZABETH"	 "ATIVO"	"SP"	"Fantasia LTDA."
00048785000172	"INDAIA BRASIL AGUAS MINERAIS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00061334000175	"L A SCHANTZ & CIA LTDA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
00095059000100	"TESTE CNPJ INAPTO"	 "ATIVO"	"SP"	"Fantasia LTDA."
00095060000135	"TESTE CNPJ CANCELAADO"	"ATIVO"	"SP"	"Fantasia LTDA."
00100254000181	"TESTE HOMOLOGACAO 100254"	"ATIVO"	"SP"	"Fantasia LTDA."
00100322000102	"TESTE HOMOLOGACAO 100322"	"ATIVO"	"SP"	"Fantasia LTDA."
00111905000139	"INDELCO ELETRONICA INDUSTRIA E COMERCIO LTDA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
00112287000141	"ASSOCIACAO DOS MORADORES DOS BAIRROS POSSES E CAMBUI"	"ATIVO"	"SP"	"Fantasia LTDA."
00114144000179	"TESTE HOMOLOGACAO 114144"	"ATIVO"	"SP"	"Fantasia LTDA."
00117842000128	"CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES"	 "ATIVO"	"SP"	"Fantasia LTDA."
00125478000148	"CLIENTE TESTE 1"	 "ATIVO"	"SP"	"Fantasia LTDA."
00137471000146	"ALEXANDRE PEREIRA DA SILVA"	"ATIVO"	"SP"	"Fantasia LTDA."
00171717000104	"TESTE HOMOLOGACAO 171717"	"ATIVO"	"SP"	"Fantasia LTDA."
00176549000131	"POST ALIMENTACOES LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00197890000173	"PAULA A C ARTIOLI ME"	"ATIVO"	"SP"	"Fantasia LTDA."
00204597000196	"TESTE HOMOLOGACAO 204597"	"ATIVO"	"SP"	"Fantasia LTDA."
00247438000179	"TESTE CNPJ 002474388 LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00257752000132	"J R P TORRES FILHO"	"ATIVO"	"SP"	"Fantasia LTDA."
00263600000142	"SOUZA & BARROS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00287498000115	"PAULO R DE LIMA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00288065000184	"CARLOS SANDRO DE OLIVEIRA ALVES"	 "ATIVO"	"SP"	"Fantasia LTDA."
00306705000131	"CIBRAMAR COMERCIO E INDUSTRIA SANTO ANDRE LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00321221000161	"ROSA VIEIRA CAMPOS"	"ATIVO"	"SP"	"Fantasia LTDA."
00338040000148	"TESTE HOMOLOGACAO 338040"	"ATIVO"	"SP"	"Fantasia LTDA."
00354053000100	"TESTE CNPJ 00354053 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00364710000109	"TESTE HOMOLOGACAO 364710"	"ATIVO"	"SP"	"Fantasia LTDA."
00384250000172	"EMPRESA DE EQUIPAMENTOS FERROVIARIO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00433450000178	"TESTE CNPJ 00433450 S/A"	 "ATIVO"	"SP"	"Fantasia LTDA."
00480042000177	"POTENZA ADMINISTRADORA DE CARTOES DE CREDITO LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00482475000161	"POLINESIA COMERCIO E REPRESENTACOES LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00482688000193	"CLIHOM CLINICA DE HOMEOPATIA LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00483118000118	"INDACOMA IND.E COM. DE ARTEFATOS D6 MADEIRA LTDA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
00566952000177	"CLINI CAR AUTO CENTER LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00624612000155	"POSTELAR IND E COMERCIO DE ESTRUTURAS DE CIMENTO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
00670690000196	"TESTE HOMOLOGACAO 670690"	"ATIVO"	"SP"	"Fantasia LTDA."
00747087000165	"CIAMAPAR INVESTIMENTOS E PARTICIPACOES S/A"	"ATIVO"	"SP"	"Fantasia LTDA."
00767184000110	"POTENZA ASSET MANAGEMENT S/A"	"ATIVO"	"SP"	"Fantasia LTDA."
00775111000170	"TESTE HOMOLOGACAO 775111"	"ATIVO"	"SP"	"Fantasia LTDA."
00874664000180	"TESTE HOMOLOGACAO 874664"	"ATIVO"	"SP"	"Fantasia LTDA."
00874698000174	"METAIS SECCARE LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
00898959000196	"TESTE HOMOLOGACAO 898959"	"ATIVO"	"SP"	"Fantasia LTDA."
00900524000139	"TESTE HOMOLOGACAO 900524"	"ATIVO"	"SP"	"Fantasia LTDA."
00945201000161	"POTENCIAL-MONTAGEM ELETRO MECANICA LTDA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
00998513000133	"TESTE HOMOLOGACAO 998513"	"ATIVO"	"SP"	"Fantasia LTDA."
01090976000165	"FERTILIZANTES INDUBRASIL LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
01095959000110	"EDSON ARROYO"	"ATIVO"	"SP"	"Fantasia LTDA."
01098490000173	"JOSESITO RIBEIRO OLIVEIRA"	 "ATIVO"	"SP"	"Fantasia LTDA."
01224561000137	"ELAINE DA SILVA MACHADO"	 "ATIVO"	"SP"	"Fantasia LTDA."
01292405000103	"TESTE CNPJ 01292405 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
01320854000118	"CIBA ESPECIALIDADES QUIMICAS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
01379167000178	"JACINELI FLORES DE MENEZES ME"	"ATIVO"	"SP"	"Fantasia LTDA."
01480360000109	"TESTE DE FORNECEDO00001"	 "ATIVO"	"SP"	"Fantasia LTDA."
01580746000184	"TESTE CNPJ01580746 LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
01948710000100	"CIARAMA COMERCIO E REPRESENTACOES LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
01963040000100	"TESTE 01963040000100"	"ATIVO"	"SP"	"Fantasia LTDA."
02038232000164	"TESTE CNPJ 02038232 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02039681000127	"POSITIVO COMERCIO E SERVICOS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
02225156000104	"EMP TELECOMUNICAES LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
02261093000133	"ODONTO NET ADM DE PLANOS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02261093000133	"TESTE ABN4"	"ATIVO"	"SP"	"Fantasia LTDA."
02261613000108	"JR LIVRARIA E PAPELARIA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02307440000111	"CIAUTO AUTOMOVEIS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02343359000197	"POSITIVO ALIMENTOS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
02474825000173	"INDIGO COMERCIO DE ILUMINACAO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02512079000165	"CLINIFISIO CLINICA DE FISIOTERAPIA DO CARIRI LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
02608076000120	"POUP & CRED ADMINISTRADORA E REPRESENTACAO DE NEGOCIOS"	"ATIVO"	"SP"	"Fantasia LTDA."
02780594000126	"TESTE 02780594000126"	"ATIVO"	"SP"	"Fantasia LTDA."
02822117000186	"TESTE FALENCIA LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
02909711000109	"LANCHE NOVE LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02911048000187	"LISBOA E PEREIRA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
02911055000189	"MARIA DAS GRACAS GUSMAO"	 "ATIVO"	"SP"	"Fantasia LTDA."
02912053000104	"MARCOS QUIDUTE BASTOS"	"ATIVO"	"SP"	"Fantasia LTDA."
02960002000158	"EGON KORB"	 "ATIVO"	"SP"	"Fantasia LTDA."
03017484000170	"FARMACIA DO POSTAO LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03143955000196	"CIAGRA CIA AGROPASTORIL ARUANA"	"ATIVO"	"SP"	"Fantasia LTDA."
03144411000149	"ISOTTON COMERCIO E BENEFICIAMENTO DE ALIMENTOS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03257544000121	"TESTE CNPJ03257544 LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03272118000167	"CLINIVIDA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
03300293000110	"CIAVESTSM INDUSTRIA E COMERCIO DO VESTUARIO LTDA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
03336461000128	"POSITIVO FRANQUIAS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03376337000196	"CIADOCARRO COMERCIO DE VEICULOS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
03422417000130	"POSTES DELTA LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03439436000170	"TESTE CNPJ03439436 LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03448122000133	"POSTAL & CATTANI LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
03456721000107	"INDUSTRIA DE TESTE DA TESS RESPOSTA A"	"ATIVO"	"SP"	"Fantasia LTDA."
03488962000120	"TESTE CRISTINA"	"ATIVO"	"SP"	"Fantasia LTDA."
03507215000191	"COMPANHIA DE TESTE DA TESS RESPOSTA B"	"ATIVO"	"SP"	"Fantasia LTDA."
03595888000140	"CIDADE CLIMA DE PALMEIRA COMUNICACAO & ARTE LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
03634075000112	"COMPANHIA DE TESTE DA TESS REPOSTA C"	"ATIVO"	"SP"	"Fantasia LTDA."
03653268000110	"CIA DE TESTE"	"ATIVO"	"SP"	"Fantasia LTDA."
03653269000165	"EMPRESA TESTE CONCENTRE NOVO"	"ATIVO"	"SP"	"Fantasia LTDA."
03703013000115	"TESTE CNPJ 03703013 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
03827635000155	"TESTE 03827635000155"	"ATIVO"	"SP"	"Fantasia LTDA."
03860749000105	"SANTOS & CIA LTDA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
03864832000144	"COMERCIO DE MADEIRAS CIANORTE LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
03865102000168	"AUTO MECANICA CIANORTE LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
03870719000171	"TESTE CNPJ 03870719 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04065071000123	"INDAS SOCIEDADE LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04081081000152	"POSSEBON INDUSTRIA E COMERCIO DE PEDRAS E METAIS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04176689000160	"TESTE DE FORNECEDO00005"	 "ATIVO"	"SP"	"Fantasia LTDA."
04207884000100	"SUMAIR PAIXAO BITTENCOURT"	 "ATIVO"	"SP"	"Fantasia LTDA."
04259458000110	"M J LIMA DOS SANTOS"	 "ATIVO"	"SP"	"Fantasia LTDA."
04325589000159	"CIAMER BRASIL LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04430471000190	"INDUCENTER MADEIRAS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04489540000131	"GRAMIGNA & GONSALVES LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
04583924000119	"ELSON JOAO PETRY"	"ATIVO"	"SP"	"Fantasia LTDA."
04792870000100	"INDOVANI COMERCIO DE AUTO PECAS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04881597000181	"POTENCIAL ADMINISTRADORA DE CARTOES E CONVENIOS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04887449000174	"INDUSTRIA E COMERCIO DE CONFECCOES SAO FRANCISCO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
04933446000120	"CIAPESC COMPANHIA AMAZONICA DE PESCA"	"ATIVO"	"SP"	"Fantasia LTDA."
04955801000161	"S & L EMPREENDIMENTOS IMOBILIARIOS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
05092689000145	"INDAIA NAZARE AGUAS MINERAIS S/A"	"ATIVO"	"SP"	"Fantasia LTDA."
05204449000195	"PATRICIA DE FREITAS SALLA"	 "ATIVO"	"SP"	"Fantasia LTDA."
05207636000122	"SET EMPREENDIMENTOS IMOBILIARIOS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
05276991000153	"INDRA BRASIL LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
05312522000142	"THOME E THOME LTDA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
05430954000158	"EMPESCA NORTE S/A"	 "ATIVO"	"SP"	"Fantasia LTDA."
05499838000195	"POSPLASTIC COMERCIO DE PLASTICOS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
05515829000140	"ROBERTO ANTONIO MARTINS DE SOUZA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
05557307000101	"POSTEX LOGISTICA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
05614301000129	"JOSE NILSON DE OLIVEIRA"	 "ATIVO"	"SP"	"Fantasia LTDA."
05644393000190	"CAMARGO & KAEZALA INDUSTRIA E COMERCIO DE CONFECCOES L"	"ATIVO"	"SP"	"Fantasia LTDA."
05744451000157	"ADAO A. DA SILVA"	"ATIVO"	"SP"	"Fantasia LTDA."
05761380000109	"TESTE 05761380000109"	"ATIVO"	"SP"	"Fantasia LTDA."
05771506000118	"AGROPECUARIA INDAIA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
05771910000191	"MARIA JOSE CURIOSO DA SILVA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
05774203000159	"CLINICA E FARMACIA VETERINARIA MARANHENSE LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
05836632000103	"CENTRO DE ANALISES CLINICAS DE SENGES LTDA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
05864690000140	"CLINIMAGEM CLINICA DE DIAGNOSTICO POR IMAGEM LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
05865342000198	"CLIMATEC INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA CLI"	"ATIVO"	"SP"	"Fantasia LTDA."
06151212000156	"POUSADA BELLA PRAIA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
06251792000153	"CIBELE CANALI"	"ATIVO"	"SP"	"Fantasia LTDA."
06745608000121	"TESTE CNPJ 06745608 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
06886582000131	"PONTUAL COMERCIO E DISTRIBUIDORA DE BEBIDAS LTDA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
06935957000106	"MISS CLEYDE ROSA SOUZA SANTOS ME"	"ATIVO"	"SP"	"Fantasia LTDA."
07012214000127	"GRAFICA E EDITORA POUCHAIN RAMOS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
07026343000174	"EMPORIO AMARELO TERAPIAS ALTERNATIVAS LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
07076952000138	"POSITIVO INDUSTRIA ELETRONICA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
07083886000123	"TESTE DE FORNECEDO00010"	 "ATIVO"	"SP"	"Fantasia LTDA."
07104220000104	"ANA LUCIA LUCENA HOFFMANN ME"	"ATIVO"	"SP"	"Fantasia LTDA."
07121395000120	"JOAO RAMALHO PRUDENCIO DA CRUZ"	"ATIVO"	"SP"	"Fantasia LTDA."
07195468000128	"EMPAMIX CONSTRUCOES E CONCRETAGENS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
07207996000150	"TESTE DA MODELAGEM"	"ATIVO"	"SP"	"Fantasia LTDA."
07251332000198	"RICARDO DA SILVA ROCHA ELETRONICOS"	"ATIVO"	"SP"	"Fantasia LTDA."
07267603000101	"ERENI ALVES ORTIZ"	 "ATIVO"	"SP"	"Fantasia LTDA."
07393104000152	"JOSE DE SOUSA JUNIOR"	"ATIVO"	"SP"	"Fantasia LTDA."
07440311000110	"ROBERTA KEYLLA AGUIAR MARINHO"	"ATIVO"	"SP"	"Fantasia LTDA."
08062002000117	"CIBRAJU COM IND E EXPORT DE DERIVADOS DO CAJU LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
08062002000117	"CIBRAJU COMPANHIA BRASILEIRA DE CAJU"	"ATIVO"	"SP"	"Fantasia LTDA."
08065377000130	"PADARIA DO INDIO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
08191672000133	"EMP PARTICIPACOES S/A"	"ATIVO"	"SP"	"Fantasia LTDA."
08191672000133	"EMP PARTICIPACOES"	 "ATIVO" SP"	 "Fantasia LTDA."
08197840000106	"INDAIA TAXI AEREO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
10208031000196	"E S ARAUJO ME"	"ATIVO"	"SP"	"Fantasia LTDA."
10840411000149	"COMPANHIA DISTRIBUIDORA DE FERRAGENS"	"ATIVO"	"SP"	"Fantasia LTDA."
11092350000141	"TESTE CNPJ 22092350 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
11111111000191	"TESTE HOLDING UM"	"ATIVO"	"SP"	"Fantasia LTDA."
11111206000105	"EMPRESA A"	 "ATIVO"	"SP"	"Fantasia LTDA."
11111207000150	"EMPRESA B"	 "ATIVO"	"SP"	"Fantasia LTDA."
11111208000102	"EMPRESA C"	 "ATIVO"	"SP"	"Fantasia LTDA."
12332114000118	"TESTE TESTE"	 "ATIVO"	"SP"	"Fantasia LTDA."
12651956000132	"FISIOTERAPIA CLINICENTER LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
12653275000103	"JOSE CORIOLANO FILHO ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
12656385000129	"POTIGUAR SERVICE EMPREITEIRA CONST E SERVIC LTDA S/C M"	"ATIVO"	"SP"	"Fantasia LTDA."
12686424000130	"TESTE CNPJ 12686424"	 "ATIVO"	"SP"	"Fantasia LTDA."
12797999000120	"EMPASIAL INFORMATICA LTDA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
13389036000150	"RAILTON CARDOSO AGUIAR"	"ATIVO"	"SP"	"Fantasia LTDA."
13937123000103	"TESTE CNPJ 13937123 LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
14255962000104	"HILDETH LESSA MIDLEJ"	"ATIVO"	"SP"	"Fantasia LTDA."
14256747000110	"RENUY ALVES DE SOUZA"	"ATIVO"	"SP"	"Fantasia LTDA."
14628309000135	"CIBA-GEIGY DA BAHIA S/A"	 "ATIVO"	"SP"	"Fantasia LTDA."
15175615000126	"COMPANHIA DE BEBIDAS DA BAHIA CIBEB"	 "ATIVO"	"SP"	"Fantasia LTDA."
15618473000124	"POSTO INDIAROBA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
15813876000124	"CIAL COMERCIO E INDUSTRIA DE ALIMENTOS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
15816549000126	"SINDICATO DOS EMP DE EMP DE SEG E VIGILANCIA DE MANAUS"	"ATIVO"	"SP"	"Fantasia LTDA."
15817257000108	"JOSE R DA COSTA PINTURAS"	"ATIVO"	"SP"	"Fantasia LTDA."
16500290000172	"CIBAUTO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
16501066000103	"COOP DE CONSUMO DOS EMP DA ALCANBRASIL E SUBSID S/A"	 "ATIVO"	"SP"	"Fantasia LTDA."
17156514000133	"BANCO TESTE"	 "ATIVO"	"SP"	"Fantasia LTDA."
17515776000147	"CLINIDENT CLINICA DENTARIA LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
18782748000159	"EURIPEDES TOMAZ BORGES"	"ATIVO"	"SP"	"Fantasia LTDA."
18788059000151	"CIALA INDUSTRIAL LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
19792225000156	"INDIOS CLUBE"	"ATIVO"	"SP"	"Fantasia LTDA."
20702171000170	"CIAC CURSOS INTENSIVOS DE APERFEICOAMENTO CULTURAL LTD"	"ATIVO"	"SP"	"Fantasia LTDA."
20704920000106	"JOAO FERREIRA DE ALMEIDA"	"ATIVO"	"SP"	"Fantasia LTDA."
20705893000188	"J MARIA CARDOSO"	 "ATIVO"	"SP"	"Fantasia LTDA."
20709192000117	"ANTONIO LUIZ BORGES"	 "ATIVO"	"SP"	"Fantasia LTDA."
21596929000103	"EMPRESA SOCIAL LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
21597729000167	"SANDRA MARIA MENDES MIGUEL"	"ATIVO"	"SP"	"Fantasia LTDA."
21598370000142	"ANTONIO CESAR DE SIQUEIRA"	 "ATIVO"	"SP"	"Fantasia LTDA."
21599303000142	"GILDA ALVES DE PAULA"	"ATIVO"	"SP"	"Fantasia LTDA."
21600259000143	"SERRALHERIA DAS INDUSTRIAS LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
22406789000118	"RONALDO MOREIRA FILHO CPF 455230706-10"	"ATIVO"	"SP"	"Fantasia LTDA."
22408405000104	"COMERCIAL POSADA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
22410393000144	"POUSADA DOS BANDEIRANTES EM OURO PRETO LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
23222516000186	"NIVALDO MARTINS DA SILVA ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
23321123000120	"TESTE MODELAGEM MATEMATICA"	"ATIVO"	"SP"	"Fantasia LTDA."
23924277000106	"INDIJ REPRESENTACOES LTDA"	 "ATIVO"	"SP"	"Fantasia LTDA."
23926942000109	"ANISIO JOSE DOS SANTOS ME"	 "ATIVO"	"SP"	"Fantasia LTDA."
24444127000168	"TESTE DE FORNECEDO00006"	 "ATIVO"	"SP"	"Fantasia LTDA."
24607913000139	"RAMAO MENDONCA & FILHO LTDA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
24610990000148	"REGINALDO GOMES DA SILVA"	"ATIVO"	"SP"	"Fantasia LTDA."
24749319000182	"INDAINA IND COM DE ARTEFATOS DE CIMENTO LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
25478513000133	"CLIENTE TESTE 10"	"ATIVO"	"SP"	"Fantasia LTDA."
25478950000157	"CLIENTE TESTE 2"	 "ATIVO"	"SP"	"Fantasia LTDA."
26028647000115	"INDUCORT INDUSTRIA MECANICA LTDA"	"ATIVO"	"SP"	"Fantasia LTDA."
26735241000172	"WANDA LUCIA RAMIRO DA COSTA ME"	"ATIVO"	"SP"	"Fantasia LTDA."
